Gene	Rho	P_val
SRC	1.325e-01	2.571e-01
SRSF2	2.208e-02	8.509e-01
STAG1	3.403e-02	7.720e-01
STAG2	-1.665e-01	1.535e-01
STAT3	-1.090e-01	3.519e-01
STAT4	8.800e-02	4.528e-01
STAT5A	3.518e-02	7.645e-01
STAT5B	-2.134e-01	6.607e-02
STAT6	9.784e-02	4.036e-01
STK11	6.578e-02	5.750e-01
SUFU	nan	nan
SUZ12	1.064e-02	9.278e-01
SYK	-1.414e-01	2.261e-01
TAF1	-3.827e-01	7.037e-04
TANC1	1.848e-02	8.750e-01
TAP1	-3.180e-01	5.438e-03
TAP2	-1.879e-01	1.064e-01
TBC1D12	8.172e-02	4.858e-01
TBL1XR1	-2.750e-01	1.697e-02
TBX3	-5.352e-02	6.484e-01
TCF3	1.181e-01	3.128e-01
TCF7L2	-2.686e-01	1.979e-02
TCL1A	1.879e-01	1.064e-01
TERT	-2.642e-01	2.197e-02
TET1	1.257e-01	2.825e-01
TET2	-1.817e-02	8.770e-01
TFDP1	5.058e-02	6.665e-01
TFF1	nan	nan
TGFBR1	-1.212e-01	3.004e-01
TGFBR2	2.677e-02	8.196e-01
TIGIT	-2.210e-02	8.507e-01
TLR4	-5.166e-02	6.598e-01
TMEM127	nan	nan
TMEM173	nan	nan
TMPRSS2	-1.611e-01	1.674e-01
TNF	-3.547e-02	7.625e-01
TNFAIP3	-2.633e-01	2.244e-02
TNFRSF14	-1.450e-01	2.146e-01
TNFRSF17	1.074e-02	9.271e-01
TNFRSF9	2.685e-02	8.191e-01
TOP1	-1.414e-01	2.261e-01
TOP2A	1.386e-01	2.358e-01
TP53	-1.817e-01	1.188e-01
TP63	-1.816e-02	8.771e-01
TPM1	nan	nan
TPMT	-8.410e-02	4.731e-01
TPRX1	4.808e-02	6.821e-01
TRAF2	5.744e-02	6.245e-01
TRAF3	8.793e-02	4.532e-01
TRAF7	7.920e-02	4.994e-01
TSC1	3.098e-02	7.919e-01
TSC2	-4.384e-03	9.702e-01
TSHR	-2.108e-01	6.940e-02
TUSC3	-3.561e-01	1.714e-03
TYMS	8.715e-02	4.572e-01
U2AF1	1.879e-01	1.064e-01
UBE2T	-1.319e-01	2.593e-01
UMPS	1.772e-01	1.283e-01
UPF1	1.261e-01	2.811e-01
VEGFA	nan	nan
VHL	-1.339e-01	2.521e-01
VSIR	nan	nan
WEE1	nan	nan
WISP3	nan	nan
WNT7A	4.384e-02	7.088e-01
WRN	-1.603e-01	1.695e-01
WT1	2.653e-02	8.213e-01
XPA	-1.054e-01	3.681e-01
XPC	-1.249e-01	2.858e-01
XPO1	-4.041e-02	7.307e-01
XRCC1	2.225e-01	5.500e-02
XRCC2	2.670e-01	2.056e-02
XRCC3	-1.557e-01	1.822e-01
YAP1	1.376e-02	9.067e-01
YEATS4	8.028e-02	4.935e-01
ZBTB2	9.666e-02	4.094e-01
ZFHX3	1.495e-01	2.004e-01
ZNF217	4.905e-02	6.760e-01
ZNF471	1.345e-02	9.088e-01
ZNF620	-3.924e-02	7.382e-01
ZNF703	-4.200e-02	7.205e-01
ZNF750	-4.248e-02	7.175e-01
ZNRF3	-4.833e-02	6.805e-01
ZRSR2	1.503e-01	1.981e-01
ABCB1	-1.613e-01	2.218e-02
ABCC3	-8.675e-02	2.207e-01
ABL1	-8.266e-02	2.434e-01
ABL2	-3.106e-02	6.616e-01
ACTA2	-2.164e-02	7.605e-01
ACVR1B	-5.267e-02	4.577e-01
ADGRA2	3.183e-03	9.642e-01
AJUBA	1.223e-01	8.360e-02
AKT1	7.512e-02	2.892e-01
AKT2	-9.270e-02	1.906e-01
AKT3	-6.132e-02	3.872e-01
ALK	5.733e-02	4.189e-01
ALOX12B	4.738e-02	5.042e-01
AMER1	2.116e-02	7.656e-01
ANKRD11	-1.141e-02	8.722e-01
APC	-7.736e-02	2.750e-01
APOB	8.046e-02	2.562e-01
AR	-1.002e-01	1.570e-01
ARAF	1.305e-01	6.489e-02
ARFRP1	-2.691e-01	1.122e-04
ARHGAP26	3.387e-02	6.332e-01
ARHGAP35	-1.766e-01	1.213e-02
ARID1A	1.508e-01	3.256e-02
ARID1B	7.851e-02	2.679e-01
ARID2	-3.537e-02	6.181e-01
ARID5B	4.802e-02	4.984e-01
ASNS	2.487e-01	3.706e-04
ASXL1	-2.607e-01	1.856e-04
ASXL2	7.507e-02	2.895e-01
ATIC	8.043e-02	2.564e-01
ATM	-7.846e-02	2.682e-01
ATP7B	-1.716e-01	1.487e-02
ATR	-2.246e-02	7.517e-01
ATRX	-6.298e-02	3.744e-01
AURKA	3.357e-01	1.108e-06
AURKB	5.790e-02	4.143e-01
AXIN1	1.542e-01	2.882e-02
AXIN2	7.886e-02	2.658e-01
AXL	-1.471e-02	8.359e-01
B2M	-2.736e-02	6.998e-01
BAP1	-1.857e-01	8.293e-03
BARD1	-7.502e-02	2.898e-01
BCAR1	2.939e-02	6.788e-01
BCL10	5.535e-02	4.351e-01
BCL11B	7.885e-02	2.658e-01
BCL2	2.851e-01	4.084e-05
BCL2L1	-3.313e-01	1.554e-06
BCL2L11	-7.570e-03	9.151e-01
BCL2L12	-9.996e-02	1.580e-01
BCL2L2	-1.164e-01	9.992e-02
BCL6	-2.357e-02	7.397e-01
BCL7A	1.641e-01	1.989e-02
BCLAF1	-7.728e-02	2.755e-01
BCOR	-1.490e-01	3.482e-02
BCORL1	2.131e-02	7.639e-01
BCR	6.954e-02	3.266e-01
BIRC3	2.068e-01	3.228e-03
BLM	7.516e-02	2.890e-01
BMPR1A	-2.507e-04	9.972e-01
BRAF	1.794e-01	1.081e-02
BRCA1	-1.353e-01	5.557e-02
BRCA2	8.677e-02	2.207e-01
BRD4	-1.155e-01	1.026e-01
BRIP1	1.626e-02	8.188e-01
BTG1	1.744e-02	8.059e-01
BTK	-9.063e-02	2.007e-01
BUB1B	-2.167e-02	7.601e-01
C11orf65	1.416e-01	4.495e-02
C3orf70	-9.137e-02	1.970e-01
C8orf34	6.156e-02	3.853e-01
CADM2	6.666e-02	3.471e-01
CALR	-1.285e-01	6.903e-02
CARD11	-1.139e-01	1.075e-01
CASP8	4.649e-02	5.122e-01
CASR	-2.306e-02	7.452e-01
CBFB	1.396e-01	4.813e-02
CBL	4.048e-02	5.683e-01
CBLB	-1.485e-02	8.343e-01
CBLC	-6.249e-02	3.782e-01
CBR3	6.189e-02	3.827e-01
CCDC6	-3.868e-02	5.856e-01
CCND1	1.598e-01	2.343e-02
CCND2	2.499e-01	3.463e-04
CCND3	9.078e-02	2.000e-01
CCNE1	1.237e-01	8.011e-02
CCNE2	1.345e-02	8.497e-01
CD19	-1.205e-01	8.830e-02
CD22	-1.076e-01	1.283e-01
CD274	9.416e-02	1.837e-01
CD276	-5.216e-02	4.621e-01
CD40	2.861e-01	3.834e-05
CD70	-3.283e-02	6.436e-01
CD79A	-8.369e-02	2.375e-01
CD79B	-9.878e-03	8.893e-01
CDC25A	9.524e-02	1.786e-01
CDC73	-1.365e-02	8.475e-01
CDH1	6.118e-02	3.883e-01
CDH2	-2.214e-02	7.551e-01
CDK12	5.952e-02	4.013e-01
CDK4	3.937e-02	5.789e-01
CDK5	1.892e-01	7.147e-03
CDK6	1.088e-01	1.243e-01
CDK8	-1.014e-01	1.522e-01
CDKN1A	8.186e-02	2.480e-01
CDKN1B	2.556e-01	2.501e-04
CDKN1C	-8.109e-03	9.090e-01
CDKN2A	-2.234e-01	1.437e-03
CDKN2B	-1.288e-01	6.836e-02
CDKN2C	-1.120e-02	8.746e-01
CEBPA	4.740e-02	5.040e-01
CEP57	-9.270e-02	1.906e-01
CFTR	1.070e-01	1.304e-01
CHD2	1.519e-01	3.130e-02
CHD4	7.973e-03	9.106e-01
CHEK1	-5.576e-02	4.317e-01
CHEK2	1.652e-03	9.814e-01
CIC	9.659e-03	8.917e-01
CIITA	-8.407e-02	2.354e-01
CKS1B	8.837e-02	2.122e-01
CREBBP	-2.324e-01	8.990e-04
CRKL	-1.221e-01	8.430e-02
CRLF2	-1.447e-01	4.046e-02
CSF1R	1.444e-01	4.087e-02
CSF3R	5.182e-02	4.651e-01
CTC1	3.445e-02	6.273e-01
CTCF	-1.085e-01	1.251e-01
CTLA4	8.416e-02	2.349e-01
CTNNA1	-9.941e-02	1.603e-01
CTNNB1	-6.818e-02	3.362e-01
CTRC	-9.987e-02	1.584e-01
CUL3	-9.897e-02	1.622e-01
CUX1	1.677e-01	1.735e-02
CXCR4	1.195e-02	8.662e-01
CYLD	1.170e-01	9.818e-02
CYP1B1	7.453e-02	2.930e-01
CYP2D6	9.909e-03	8.890e-01
CYP3A5	-2.408e-01	5.732e-04
DAXX	-6.676e-02	3.464e-01
DDB2	-3.576e-02	6.143e-01
DDR2	-7.708e-02	2.767e-01
DDX3X	-7.205e-02	3.094e-01
DICER1	2.903e-02	6.825e-01
DIS3	6.731e-02	3.424e-01
DIS3L2	2.079e-02	7.696e-01
DKC1	-3.695e-02	6.025e-01
DMD	-1.374e-01	5.174e-02
DNM2	9.349e-02	1.868e-01
DNMT1	-3.867e-02	5.857e-01
DNMT3A	1.210e-01	8.715e-02
DNMT3B	2.714e-01	9.737e-05
DOT1L	-2.408e-02	7.343e-01
DPYD	-3.476e-02	6.242e-01
DYNC2H1	1.729e-02	8.076e-01
E2F1	-3.351e-01	1.159e-06
E2F2	8.372e-02	2.374e-01
E2F3	-8.482e-02	2.312e-01
E2F4	3.796e-02	5.926e-01
E2F5	-2.700e-02	7.036e-01
E2F6	2.834e-03	9.681e-01
EBF1	1.580e-01	2.509e-02
ECT2L	-3.263e-02	6.456e-01
EED	-2.677e-02	7.060e-01
EGF	-1.353e-02	8.488e-01
EGFL7	-5.787e-02	4.145e-01
EGFR	1.909e-01	6.640e-03
EGLN1	4.146e-02	5.590e-01
ELF3	1.732e-02	8.073e-01
ELOC	3.835e-03	9.569e-01
EMSY	1.693e-01	1.628e-02
ENG	-8.997e-02	2.040e-01
EP300	-9.673e-02	1.719e-01
EPCAM	-5.193e-02	4.641e-01
EPHA2	-1.297e-01	6.644e-02
EPHA3	1.180e-01	9.514e-02
EPHA5	1.067e-01	1.317e-01
EPHA7	1.463e-02	8.367e-01
EPHB1	-8.764e-03	9.017e-01
EPHB2	1.316e-01	6.252e-02
EPOR	-1.006e-01	1.552e-01
ERBB2	2.078e-02	7.697e-01
ERBB3	1.412e-01	4.555e-02
ERBB4	7.762e-02	2.734e-01
ERCC1	-2.965e-03	9.667e-01
ERCC2	-2.824e-02	6.906e-01
ERCC3	-9.745e-02	1.688e-01
ERCC4	1.551e-02	8.270e-01
ERCC5	1.043e-01	1.408e-01
ERCC6	-8.432e-02	2.340e-01
ERG	-6.773e-02	3.394e-01
ERRFI1	-4.516e-02	5.244e-01
ESR1	-1.438e-01	4.169e-02
ESR2	-1.823e-01	9.596e-03
ETS1	-7.678e-02	2.787e-01
ETS2	7.420e-02	2.952e-01
ETV1	9.129e-02	1.974e-01
ETV4	1.410e-01	4.587e-02
ETV5	3.792e-02	5.931e-01
ETV6	-1.390e-01	4.903e-02
EWSR1	8.396e-02	2.360e-01
EXT2	-1.570e-02	8.250e-01
EZH2	2.723e-01	9.222e-05
FAM46C	-5.529e-02	4.356e-01
FANCA	2.081e-02	7.694e-01
FANCB	1.626e-01	2.108e-02
FANCC	-3.425e-02	6.293e-01
FANCD2	-1.901e-01	6.868e-03
FANCE	1.110e-01	1.166e-01
FANCF	6.017e-02	3.962e-01
FANCG	-9.441e-02	1.825e-01
FANCI	5.006e-02	4.804e-01
FANCL	1.283e-01	6.950e-02
FANCM	2.742e-02	6.992e-01
FAS	9.713e-03	8.911e-01
FAT1	-2.839e-03	9.681e-01
FBXO11	3.101e-02	6.621e-01
FBXW7	-2.508e-02	7.237e-01
FCGR2A	-7.609e-02	2.830e-01
FCGR3A	-6.162e-02	3.848e-01
FDPS	-5.753e-02	4.172e-01
FGF1	1.477e-01	3.640e-02
FGF10	3.119e-01	6.550e-06
FGF14	2.033e-01	3.790e-03
FGF19	-1.468e-01	3.756e-02
FGF2	1.228e-02	8.626e-01
FGF23	1.585e-01	2.461e-02
FGF3	-2.116e-01	2.569e-03
FGF4	-2.356e-01	7.605e-04
FGF5	8.565e-03	9.040e-01
FGF6	-2.627e-01	1.653e-04
FGF7	3.923e-02	5.803e-01
FGF8	8.774e-02	2.155e-01
FGF9	-1.252e-01	7.650e-02
FGFR1	1.277e-01	7.091e-02
FGFR2	2.950e-02	6.776e-01
FGFR3	8.511e-02	2.297e-01
FGFR4	-1.916e-01	6.449e-03
FH	3.801e-02	5.922e-01
FHIT	1.822e-01	9.613e-03
FLCN	-1.147e-01	1.049e-01
FLG	1.173e-02	8.687e-01
FLT1	-1.203e-01	8.901e-02
FLT3	6.144e-02	3.862e-01
FLT4	-9.237e-02	1.922e-01
FNTB	-2.401e-01	5.977e-04
FOXA1	-1.328e-01	6.024e-02
FOXL2	-3.834e-02	5.889e-01
FOXO1	8.636e-02	2.228e-01
FOXO3	1.187e-02	8.672e-01
FOXP1	-5.876e-02	4.074e-01
FOXQ1	-1.518e-01	3.151e-02
FRS2	1.568e-01	2.624e-02
FUBP1	6.717e-02	3.435e-01
FUS	-1.559e-01	2.714e-02
FYN	1.226e-01	8.283e-02
G6PD	4.235e-02	5.505e-01
GABRA6	-1.229e-01	8.224e-02
GALNT12	5.175e-02	4.656e-01
GATA1	1.684e-01	1.685e-02
GATA2	1.001e-03	9.887e-01
GATA3	2.948e-03	9.669e-01
GATA4	-1.777e-01	1.162e-02
GATA6	-4.681e-02	5.094e-01
GEN1	-5.123e-02	4.701e-01
GID4	2.263e-02	7.498e-01
GLI1	8.704e-03	9.024e-01
GLI2	1.338e-01	5.820e-02
GLI3	-1.536e-01	2.945e-02
GNA11	2.404e-02	7.348e-01
GNA13	-6.562e-02	3.547e-01
GNAQ	-1.324e-02	8.520e-01
GNAS	-2.425e-01	5.221e-04
GPC3	-5.317e-04	9.940e-01
GPER1	1.402e-01	4.716e-02
GPS2	5.805e-02	4.130e-01
GREM1	-1.844e-01	8.791e-03
GRIN2A	1.293e-02	8.554e-01
GRM3	-1.765e-01	1.222e-02
GSK3B	-6.688e-02	3.455e-01
GSTP1	2.482e-01	3.823e-04
H3F3A	2.592e-02	7.150e-01
H3F3C	-6.964e-02	3.259e-01
HAS3	-3.173e-02	6.547e-01
HAVCR2	1.556e-01	2.740e-02
HDAC1	-1.646e-01	1.953e-02
HDAC2	2.017e-01	4.096e-03
HDAC3	1.602e-01	2.313e-02
HDAC4	1.334e-02	8.510e-01
HDAC5	3.286e-02	6.433e-01
HGF	-1.360e-01	5.422e-02
HIF1A	8.873e-02	2.104e-01
HIST1H1C	-1.206e-01	8.800e-02
HIST1H1E	1.118e-01	1.142e-01
HIST1H2BD	1.024e-01	1.482e-01
HIST1H3F	-6.581e-02	3.533e-01
HIST1H4E	-8.380e-02	2.369e-01
HIST3H3	4.967e-02	4.837e-01
HLA-A	2.266e-01	1.217e-03
HLA-B	9.555e-02	1.772e-01
HLA-C	5.959e-02	4.008e-01
HLA-DMA	1.219e-01	8.481e-02
HLA-DMB	-7.049e-02	3.201e-01
HLA-DOA	-1.229e-01	8.214e-02
HLA-DOB	-1.702e-01	1.573e-02
HLA-DPA1	1.547e-01	2.830e-02
HLA-DPB1	1.219e-01	8.481e-02
HLA-DQA1	1.331e-02	8.513e-01
HLA-DQA2	8.674e-02	2.208e-01
HLA-DQB1	3.368e-02	6.350e-01
HLA-DQB2	-1.904e-01	6.776e-03
HLA-DRA	-1.143e-02	8.721e-01
HLA-DRB1	6.109e-03	9.314e-01
HLA-DRB5	-9.869e-02	1.634e-01
HLA-E	-6.787e-02	3.384e-01
HLA-F	-6.428e-02	3.646e-01
HLA-G	5.625e-02	4.277e-01
HNF1A	1.019e-02	8.858e-01
HNF1B	-6.354e-02	3.702e-01
HOXB13	-4.699e-02	5.077e-01
HRAS	-6.868e-02	3.326e-01
HSD3B1	8.291e-02	2.420e-01
HSP90AA1	4.176e-02	5.561e-01
HSPH1	-4.568e-02	5.196e-01
IDH1	-6.947e-02	3.271e-01
IDH2	-1.702e-02	8.105e-01
IDO1	-2.502e-01	3.415e-04
IFIT1	-2.803e-02	6.929e-01
IFIT2	6.827e-02	3.356e-01
IFIT3	-2.333e-02	7.423e-01
IFNAR1	8.061e-02	2.553e-01
IFNAR2	5.672e-02	4.238e-01
IFNGR1	-1.554e-01	2.765e-02
IFNGR2	1.118e-01	1.142e-01
IFNL3	1.065e-01	1.322e-01
IGF1	9.937e-02	1.605e-01
IGF1R	-2.210e-01	1.617e-03
IGF2	7.565e-03	9.151e-01
IKBKE	3.609e-02	6.110e-01
IKZF1	3.124e-01	6.319e-06
IKZF3	-4.103e-02	5.631e-01
IL10RA	-3.180e-02	6.541e-01
IL15	-7.343e-02	3.002e-01
IL2RA	9.198e-02	1.941e-01
IL6R	-2.386e-02	7.367e-01
IL7R	-2.652e-01	1.416e-04
ING1	-1.060e-01	1.341e-01
INHBA	1.721e-01	1.454e-02
INPP4A	-6.728e-02	3.426e-01
INPP4B	2.272e-02	7.489e-01
INPPL1	-5.368e-02	4.491e-01
INSR	9.198e-02	1.940e-01
IRF1	-2.986e-02	6.739e-01
IRF2	-3.685e-02	6.035e-01
IRF4	4.342e-02	5.405e-01
IRS1	1.007e-01	1.550e-01
IRS2	-5.406e-02	4.459e-01
ITPKB	7.813e-02	2.703e-01
JAK1	-8.270e-02	2.431e-01
JAK2	1.459e-01	3.882e-02
JAK3	3.139e-02	6.583e-01
JUN	1.407e-01	4.635e-02
KAT6A	1.126e-01	1.115e-01
KDM5A	-2.190e-01	1.786e-03
KDM5C	-1.607e-01	2.265e-02
KDM6A	-1.396e-01	4.805e-02
KDM6B	4.019e-02	5.710e-01
KDR	-4.145e-02	5.591e-01
KEAP1	1.277e-01	7.083e-02
KEL	-8.533e-02	2.285e-01
KIF1B	-5.798e-02	4.136e-01
KIT	-1.159e-01	1.014e-01
KLF4	-3.111e-02	6.610e-01
KLHL6	-5.623e-02	4.279e-01
KLLN	-1.063e-01	1.331e-01
KMT2A	2.638e-03	9.704e-01
KMT2B	-3.754e-03	9.578e-01
KMT2C	-8.085e-02	2.539e-01
KMT2D	-6.039e-03	9.322e-01
KRAS	-2.050e-01	3.503e-03
LAG3	1.898e-01	6.976e-03
LATS1	1.002e-01	1.571e-01
LATS2	1.454e-01	3.940e-02
LDLR	-5.915e-02	4.043e-01
LEF1	4.210e-02	5.529e-01
LMNA	-8.821e-03	9.011e-01
LMO1	-1.901e-02	7.888e-01
LRP1B	1.020e-01	1.496e-01
LYN	-1.306e-02	8.540e-01
LZTR1	3.341e-02	6.378e-01
MAD2L2	1.495e-01	3.419e-02
MAF	-7.822e-02	2.697e-01
MAFB	-2.754e-01	7.603e-05
MAGI2	1.801e-01	1.054e-02
MALT1	-2.224e-01	1.510e-03
MAP2K1	-4.329e-02	5.417e-01
MAP2K2	-9.087e-02	1.995e-01
MAP2K4	-1.123e-02	8.743e-01
MAP3K1	-3.508e-03	9.606e-01
MAP3K7	-3.573e-02	6.145e-01
MAPK1	-1.304e-01	6.505e-02
MAX	-1.616e-01	2.189e-02
MC1R	-3.306e-02	6.412e-01
MCL1	4.399e-02	5.352e-01
MDC1	-8.759e-02	2.163e-01
MDM2	-1.293e-01	6.738e-02
MDM4	3.949e-02	5.778e-01
MECOM	1.089e-01	1.239e-01
MED1	4.830e-02	4.960e-01
MED12	2.551e-02	7.193e-01
MEF2B	-1.475e-01	3.672e-02
MEN1	9.096e-02	1.990e-01
MET	-1.774e-01	1.178e-02
MGA	-5.454e-02	4.419e-01
MGMT	6.452e-02	3.628e-01
MIB1	2.758e-02	6.975e-01
MITF	-4.072e-02	5.660e-01
MKI67	-2.477e-02	7.271e-01
MLH1	-1.193e-02	8.666e-01
MLH3	9.169e-02	1.955e-01
MLLT3	-2.327e-03	9.739e-01
MPL	-1.407e-02	8.429e-01
MRE11	-1.501e-01	3.340e-02
MS4A1	1.017e-01	1.510e-01
MSH2	-6.214e-02	3.809e-01
MSH3	-3.785e-02	5.937e-01
MSH6	7.965e-02	2.610e-01
MST1	3.622e-02	6.098e-01
MST1R	2.502e-02	7.244e-01
MTA1	4.073e-02	5.659e-01
MTAP	-1.148e-02	8.715e-01
MTHFR	1.300e-01	6.580e-02
MTOR	-6.843e-02	3.344e-01
MTRR	2.780e-01	6.439e-05
MUTYH	2.084e-02	7.690e-01
MYB	2.205e-01	1.657e-03
MYC	9.382e-03	8.948e-01
MYCL	-1.843e-02	7.951e-01
MYCN	-3.173e-02	6.548e-01
MYD88	-1.242e-01	7.904e-02
MYH11	-8.778e-03	9.016e-01
MYOD1	2.328e-02	7.429e-01
NBN	-4.901e-02	4.896e-01
NCOA3	3.106e-01	7.198e-06
NCOR1	-1.026e-01	1.472e-01
NCOR2	1.270e-01	7.239e-02
NEGR1	-6.447e-02	3.632e-01
NF1	3.561e-02	6.157e-01
NF2	1.810e-01	1.015e-02
NFE2L2	8.090e-02	2.536e-01
NFKBIA	1.125e-01	1.117e-01
NHP2	-1.872e-01	7.796e-03
NKX2-1	1.675e-01	1.749e-02
NKX3-1	1.021e-01	1.492e-01
NOTCH1	6.894e-02	3.308e-01
NOTCH2	-1.262e-01	7.415e-02
NOTCH3	-3.302e-02	6.417e-01
NOTCH4	-6.989e-02	3.242e-01
NPM1	1.175e-01	9.673e-02
NQO1	-9.824e-02	1.653e-01
NRAS	-1.730e-01	1.404e-02
NRG1	-1.163e-01	1.002e-01
NRIP1	-5.798e-02	4.136e-01
NSD1	-4.688e-03	9.473e-01
NSD2	1.527e-01	3.045e-02
NT5C2	-1.616e-02	8.199e-01
NTHL1	1.984e-02	7.798e-01
NTRK1	-3.619e-02	6.100e-01
NTRK2	1.149e-01	1.043e-01
NTRK3	-5.754e-02	4.172e-01
NUDT15	6.603e-02	3.517e-01
NUP93	-5.110e-02	4.713e-01
NUP98	3.338e-02	6.380e-01
P2RY8	-1.432e-01	4.253e-02
PA2G4	3.811e-02	5.912e-01
PAK1	1.981e-01	4.827e-03
PAK3	-8.346e-02	2.388e-01
PAK5	-2.141e-01	2.278e-03
PALB2	-8.671e-02	2.210e-01
PALLD	8.712e-02	2.188e-01
PARK2	1.814e-02	7.983e-01
PARP1	1.408e-01	4.622e-02
PAX5	-5.931e-02	4.029e-01
PAX7	8.671e-03	9.028e-01
PAX8	9.036e-02	2.021e-01
PBRM1	8.767e-02	2.159e-01
PCBP1	1.129e-01	1.105e-01
PDCD1	-3.613e-02	6.106e-01
PDCD1LG2	2.012e-01	4.187e-03
PDGFRA	9.543e-02	1.778e-01
PDGFRB	1.300e-01	6.594e-02
PDK1	-5.941e-02	4.022e-01
PDPK1	-6.019e-02	3.960e-01
PELP1	1.105e-02	8.763e-01
PGR	-2.196e-01	1.734e-03
PHB2	8.999e-02	2.039e-01
PHF6	-1.572e-02	8.247e-01
PHOX2B	5.400e-02	4.464e-01
PIAS4	3.684e-02	6.036e-01
PIK3C2B	1.223e-01	8.358e-02
PIK3C2G	9.929e-02	1.608e-01
PIK3C3	1.652e-01	1.909e-02
PIK3CA	1.632e-01	2.060e-02
PIK3CB	1.407e-01	4.630e-02
PIK3CD	-1.406e-01	4.649e-02
PIK3CG	-1.888e-01	7.260e-03
PIK3R1	2.027e-02	7.752e-01
PIK3R2	2.206e-02	7.559e-01
PIK3R3	8.426e-02	2.343e-01
PIM1	-4.233e-02	5.507e-01
PLCG2	-2.093e-03	9.765e-01
PLK2	2.432e-02	7.319e-01
PML	1.430e-02	8.404e-01
PMS1	-5.685e-02	4.228e-01
PMS2	-2.191e-01	1.781e-03
PNRC1	-6.588e-02	3.528e-01
POLD1	7.834e-02	2.690e-01
POLE	1.386e-01	4.981e-02
POLH	-9.398e-03	8.947e-01
POT1	1.787e-01	1.116e-02
POU2F2	-7.762e-02	2.734e-01
PPP1CA	1.888e-01	7.275e-03
PPP1CB	1.130e-01	1.102e-01
PPP1CC	-1.032e-01	1.448e-01
PPP1R15A	-4.432e-02	5.321e-01
PPP2CA	nan	nan
PPP2CB	-2.298e-01	1.032e-03
PPP2R1A	8.057e-02	2.555e-01
PPP2R1B	-1.077e-01	1.281e-01
PPP2R2A	1.933e-01	5.972e-03
PPP6C	3.489e-02	6.230e-01
PRAME	-9.427e-02	1.831e-01
PRCC	5.238e-03	9.412e-01
PRDM1	7.719e-02	2.761e-01
PREX2	3.219e-02	6.501e-01
PRF1	8.175e-02	2.486e-01
PRKAR1A	-7.903e-02	2.648e-01
PRKCI	-1.244e-01	7.850e-02
PRKCZ	-1.341e-01	5.766e-02
PRKDC	-4.352e-02	5.396e-01
PRPF40B	1.748e-02	8.054e-01
PRSS1	3.472e-01	4.408e-07
PRSS2	3.569e-01	1.992e-07
PRSS8	1.220e-01	8.452e-02
PTCH1	2.566e-02	7.177e-01
PTCH2	-9.118e-02	1.980e-01
PTEN	7.277e-02	3.046e-01
PTK2	-1.299e-01	6.606e-02
PTPN11	-1.874e-02	7.917e-01
PTPN13	7.399e-02	2.966e-01
PTPN22	1.471e-01	3.720e-02
PTPRD	-1.037e-02	8.838e-01
QKI	-1.418e-01	4.471e-02
RAB35	-1.334e-01	5.910e-02
RAC1	-2.113e-01	2.600e-03
RAD21	3.302e-02	6.417e-01
RAD50	3.762e-02	5.959e-01
RAD51	-7.481e-02	2.912e-01
RAD51B	-1.775e-01	1.168e-02
RAD51C	4.048e-02	5.683e-01
RAD51D	-2.148e-03	9.759e-01
RAD52	2.884e-01	3.291e-05
RAD54L	6.186e-02	3.830e-01
RAF1	1.332e-02	8.511e-01
RANBP2	-3.646e-02	6.073e-01
RARA	-8.070e-02	2.548e-01
RASA1	-8.561e-02	2.269e-01
RB1	6.643e-02	3.488e-01
RBL1	-2.568e-01	2.328e-04
RBL2	1.072e-01	1.299e-01
RBM10	6.750e-02	3.410e-01
RECQL4	1.275e-01	7.134e-02
REL	-4.767e-03	9.465e-01
RET	-1.368e-02	8.471e-01
RHOA	-1.339e-01	5.805e-02
RHPN2	-6.840e-02	3.347e-01
RICTOR	-2.388e-01	6.416e-04
RINT1	-1.918e-01	6.393e-03
RIT1	6.014e-02	3.964e-01
RNF139	-1.573e-02	8.246e-01
RNF43	-1.196e-02	8.662e-01
ROS1	-1.080e-01	1.272e-01
RPL5	9.019e-02	2.029e-01
RPS15	4.573e-02	5.191e-01
RPS6KA4	1.449e-01	4.012e-02
RPS6KB1	1.418e-01	4.459e-02
RPS6KB2	2.488e-01	3.680e-04
RPTOR	-8.056e-02	2.556e-01
RSF1	-7.015e-02	3.224e-01
RUNX1	7.222e-02	3.083e-01
RUNX1T1	-2.085e-02	7.689e-01
RXRA	-9.179e-02	1.950e-01
SCG5	7.463e-02	2.924e-01
SDHA	-1.116e-01	1.147e-01
SDHAF2	-1.987e-01	4.686e-03
SDHB	1.269e-01	7.273e-02
SDHC	-9.773e-02	1.675e-01
SDHD	1.032e-01	1.450e-01
SEC23B	-1.106e-01	1.180e-01
SEMA3C	1.556e-01	2.740e-02
SETBP1	3.867e-02	5.858e-01
SETD2	-4.389e-02	5.362e-01
SF1	7.043e-02	3.204e-01
SF3B1	7.130e-02	3.145e-01
SGK1	4.382e-02	5.368e-01
SH2B3	-1.757e-01	1.258e-02
SH2D1A	2.615e-02	7.125e-01
SHQ1	-3.287e-02	6.432e-01
SKP1	2.559e-02	7.184e-01
SLC26A3	-2.086e-01	2.959e-03
SLC47A2	9.357e-02	1.864e-01
SLIT2	-3.192e-02	6.528e-01
SLX4	-5.421e-02	4.447e-01
SMAD2	1.150e-01	1.040e-01
SMAD3	8.720e-02	2.184e-01
SMAD4	-2.055e-01	3.421e-03
SMARCA1	-1.038e-01	1.426e-01
SMARCA4	-1.051e-01	1.375e-01
